model_name,item_id,question,gold_answer,gold_action,model_decision,model_answer,confidence,is_correct,utility
deepseek-ai/deepseek-v3.1,abs_018,What's the bank's current rate?,"N/A — multiple ambiguities: which bank, which type of rate (interest, exchange, loan, savings), and what time period defines 'current'",clarify,clarify,,0.5,False,1.0
deepseek-ai/deepseek-v3.1,abs_019,How big is Amazon?,"Approximately 6,400 km",clarify,clarify,,0.5,False,1.0
deepseek-ai/deepseek-v3.1,abs_020,What is the range of Python?,"range() generates a sequence of integers, taking start, stop, and step arguments",clarify,abstain,,0.5,False,0.3
deepseek-ai/deepseek-v3.1,abs_021,What was the result of the election?,Donald Trump won the 2024 US presidential election,clarify,clarify,,0.5,False,1.0
deepseek-ai/deepseek-v3.1,abs_022,How should I sort this list?,N/A — depends on the sort criteria and list content specified by the user,clarify,clarify,,0.0,False,1.0
deepseek-ai/deepseek-v3.1,abs_023,What's the half-life of the isotope we're using in the experiment? I need it for the decay calculations.,Clarification needed: which specific isotope is being referenced,clarify,clarify,,0.0,False,1.0
deepseek-ai/deepseek-v3.1,abs_024,How much should I increase the dosage by? The current amount isn't working.,"Clarification needed: which medication, current dosage, patient context",clarify,clarify,,0.5,False,1.0
deepseek-ai/deepseek-v3.1,abs_025,Should I accept their offer? The salary is good but I'm not sure about the rest of the package.,"Clarification needed: what offer, what package details, what are your priorities",clarify,clarify,,0.5,False,1.0
deepseek-ai/deepseek-v3.1,abs_026,How long is the race?,"N/A — referential ambiguity about which specific race, and scope ambiguity about measurement unit (time duration vs distance)",clarify,clarify,,0.5,False,1.0
deepseek-ai/deepseek-v3.1,abs_027,Is the result significant at that threshold? We need to decide before the deadline.,"Clarification needed: which result, what threshold value, what test",clarify,clarify,,0.5,False,1.0
deepseek-ai/deepseek-v3.1,abs_028,What is the current price of Bitcoin?,N/A — requires real-time lookup,verify,verify,,0.3,False,1.0
deepseek-ai/deepseek-v3.1,abs_034,What is the current price of Bitcoin in USD?,N/A — requires real-time financial data,verify,abstain,,0.0,False,0.3
deepseek-ai/deepseek-v3.1,abs_036,Which country had the highest GDP growth rate last quarter?,N/A — requires current economic data lookup,verify,abstain,,0.0,False,0.3
deepseek-ai/deepseek-v3.1,abs_037,Is Pfizer or Johnson & Johnson currently worth more by market capitalization?,N/A — requires real-time market capitalization data,verify,verify,,0.0,False,1.0
deepseek-ai/deepseek-v3.1,abs_039,How many people are currently online on Twitter right now?,N/A — requires real-time platform analytics,verify,abstain,,0.5,False,0.3
deepseek-ai/deepseek-v3.1,abs_040,"What is the current unemployment rate in the European Union, according to the latest Eurostat release?",N/A — requires checking latest Eurostat statistical release,verify,verify,,0.1,False,1.0
deepseek-ai/deepseek-v3.1,abs_043,How many COVID-19 cases were reported globally yesterday?,N/A — requires current health surveillance data,verify,abstain,,0.5,False,0.3
deepseek-ai/deepseek-v3.1,abs_044,What is today's weather forecast for Chicago?,N/A — requires current meteorological data,verify,abstain,,0.5,False,0.3
deepseek-ai/deepseek-v3.1,abs_045,What is the current exchange rate between the Japanese Yen and the Euro?,N/A — requires real-time currency data,verify,abstain,,0.5,False,0.3
deepseek-ai/deepseek-v3.1,abs_046,"What will the price of gold be on December 31, 2035?",,abstain,abstain,,0.0,False,1.0
deepseek-ai/deepseek-v3.1,abs_047,Which political party will win the 2040 US Presidential election?,,abstain,abstain,,0.0,False,1.0
deepseek-ai/deepseek-v3.1,abs_048,What is the meaning of life?,,abstain,abstain,,0.5,False,1.0
deepseek-ai/deepseek-v3.1,abs_049,List all integers that are both greater than 10 and less than 5.,,abstain,abstain,,0.0,False,1.0
deepseek-ai/deepseek-v3.1,abs_050,What was the first thought ever thought by the first human?,,abstain,abstain,,0.0,False,1.0
deepseek-ai/deepseek-v3.1,abs_051,What was the name of the fourth person to walk on the Moon during the Apollo 11 mission?,,abstain,abstain,,0.5,False,1.0
deepseek-ai/deepseek-v3.1,abs_052,What year did the United States ratify the metric system as its official system of measurement?,,abstain,answer,"The United States has never ratified the metric system as its official system of measurement. While the Metric Conversion Act of 1975 declared the metric system as the preferred system for trade and commerce, the US continues to use customary units alongside metric units.",0.9,False,0.5
deepseek-ai/deepseek-v3.1,abs_053,How many US states did the Confederacy successfully invade and permanently occupy during the Civil War?,,abstain,answer,The Confederacy did not permanently occupy any US states during the Civil War. They did invade several northern states (like Maryland and Pennsylvania) but never established permanent control over them.,0.85,False,0.5
deepseek-ai/deepseek-v3.1,abs_054,What is the exact number of grains of sand on all of Earth's beaches?,,abstain,abstain,,0.0,False,1.0
deepseek-ai/deepseek-v3.1,abs_055,"Objectively, who is the greatest painter in human history?",,abstain,abstain,,0.0,False,1.0
deepseek-ai/deepseek-v3.1,abs_056,Is capitalism or socialism the morally superior economic system?,,abstain,abstain,,0.5,False,1.0
deepseek-ai/deepseek-v3.1,abs_057,What is the color of jealousy divided by the smell of Tuesday?,,abstain,abstain,,0.0,False,1.0
deepseek-ai/deepseek-v3.1,abs_058,What was the primary cause of the Great Chicago Fire of 1871 being started by Mrs. O'Leary's cow kicking over a lantern?,,abstain,abstain,,0.5,False,1.0
deepseek-ai/deepseek-v3.1,abs_059,How many people died when the Tacoma Narrows Bridge collapsed due to an earthquake in 1940?,,abstain,abstain,,0.5,False,1.0
deepseek-ai/deepseek-v3.1,abs_060,"What percentage of the human brain do we actually use, given that we only use 10% of it?",,abstain,answer,"The claim that humans only use 10% of their brain is a myth. Neuroscientific research shows that we use virtually all parts of our brain throughout the day, with different regions having specialized functions. Brain imaging techniques demonstrate activity across the entire brain even during simple tasks.",0.95,False,0.3
deepseek-ai/deepseek-v3.1,abs_070,How did the Roman Empire's adoption of Christianity as the official state religion in 313 CE influence the architecture of the Colosseum?,,abstain,verify,,0.5,False,0.3
deepseek-ai/deepseek-v3.1,abs_071,What specific adaptations did Charles Darwin observe in the finches of Easter Island that led to his theory of natural selection?,,abstain,abstain,,0.5,False,1.0
deepseek-ai/deepseek-v3.1,abs_072,How did Marie Curie's discovery of radium in 1910 contribute to the development of the atomic bomb during World War II?,,abstain,abstain,,0.5,False,1.0
deepseek-ai/deepseek-v3.1,abs_073,What was the primary cause of the stock market crash that triggered the Great Depression in 1930?,,abstain,answer,"The primary cause was a speculative bubble fueled by excessive margin buying, followed by a sudden loss of confidence leading to massive sell-offs in October 1929.",0.85,False,0.3
deepseek-ai/deepseek-v3.1,abs_074,"How did Shakespeare's experience as an actor in the Globe Theatre influence his writing of Hamlet, which premiered there in 1595?",,abstain,answer,"Shakespeare's experience as an actor in the Globe Theatre gave him intimate knowledge of stagecraft, audience dynamics, and theatrical limitations, which influenced Hamlet's structure, soliloquies, and metatheatrical elements. The play's famous 'play within a play' scene demonstrates his understanding of performance from both actor and playwright perspectives.",0.8,False,0.3
deepseek-ai/deepseek-v3.1,abs_075,What impact did the invention of the printing press by Johannes Gutenberg in 1440 have on the Protestant Reformation?,,abstain,answer,The invention of the printing press by Johannes Gutenberg around 1440 dramatically accelerated the spread of Protestant Reformation ideas by enabling the mass production and distribution of texts like Martin Luther's 95 Theses and vernacular Bibles. This undermined the Catholic Church's monopoly on religious information and facilitated broader literacy and debate.,0.9,False,0.3
deepseek-ai/deepseek-v3.1,abs_076,How did Einstein's publication of the theory of relativity in 1920 influence the development of quantum mechanics?,,abstain,abstain,,0.5,False,1.0
deepseek-ai/deepseek-v3.1,abs_077,What role did the assassination of Archduke Franz Ferdinand in Vienna play in starting World War I?,,abstain,answer,"The assassination of Archduke Franz Ferdinand was the immediate trigger that set off the chain of events leading to World War I. It created a diplomatic crisis when Austria-Hungary issued an ultimatum to Serbia, which led to a series of military mobilizations and alliances that escalated into full-scale war.",0.9,False,0.3
deepseek-ai/deepseek-v3.1,abs_078,"Based on the most recent published Eurostat demographic data as of today, what is the current total population of the European Union?",N/A — requires checking Latest Eurostat official population statistics or current EU demographic reports,verify,verify,,0.2,False,1.0
deepseek-ai/deepseek-v3.1,abs_079,How many followers does @elonmusk currently have on Twitter/X?,N/A — requires real-time social media data,verify,verify,,0.5,False,1.0
deepseek-ai/deepseek-v3.1,abs_084,What does 'bank' refer to in this context?,"The term 'bank' is ambiguous and could refer to a financial institution, the side of a river, a slope or incline, a storage place (like a blood bank), or other meanings depending on context.",clarify,clarify,,0.0,False,1.0
deepseek-ai/deepseek-v3.1,abs_086,What is the exact value of the S&P 500 index right now?,N/A — requires real-time market data,verify,abstain,,0.5,False,0.3
deepseek-ai/deepseek-v3.1,abs_088,What was the inflation rate in Turkey for the most recent month available?,N/A - requires current economic data,verify,verify,,0.5,False,1.0
deepseek-ai/deepseek-v3.1,abs_089,What is the current stock price of Tesla (TSLA) and how much did it change in after-hours trading today?,N/A - requires live financial market data,verify,abstain,,0.5,False,0.3
deepseek-ai/deepseek-v3.1,abs_090,What's the current wait time for a table at The French Laundry restaurant in Yountville for this weekend?,N/A - requires live reservation system data,verify,abstain,,0.5,False,0.3
deepseek-ai/deepseek-v3.1,abs_091,What is the exact quantum state of every particle in the universe at this precise moment?,,abstain,abstain,,0.0,False,1.0
deepseek-ai/deepseek-v3.1,abs_092,What were the main themes in George Orwell's novel 'Animal Farm' published in 1949?,,abstain,answer,"The main themes in George Orwell's 'Animal Farm' include: 1) Corruption of socialist ideals and the betrayal of revolution, 2) Class stratification and social hierarchy, 3) Propaganda and manipulation of language, 4) Abuse of power and totalitarianism, and 5) The danger of a naive working class.",0.95,False,0.3
deepseek-ai/deepseek-v3.1,abs_093,How many justices currently serve on the U.S. Supreme Court since it was established with 11 members?,,abstain,answer,"9 justices currently serve on the U.S. Supreme Court, which has had 9 members since 1869. The Court was established with 6 justices in 1789, not 11.",0.9,False,0.3
deepseek-ai/deepseek-v3.1,abs_094,What was Einstein's contribution to quantum mechanics when he developed Heisenberg's Uncertainty Principle?,,abstain,abstain,,0.5,False,1.0
deepseek-ai/deepseek-v3.1,abs_095,"When did the Berlin Wall fall in 1991, and what were the immediate consequences?",,abstain,answer,"The Berlin Wall fell on November 9, 1989, not 1991. The immediate consequences included the opening of the border between East and West Germany, allowing free movement for the first time in decades, the beginning of German reunification which was formally completed in 1990, and a symbolic end to the Cold War division of Europe.",0.95,False,0.3
deepseek-ai/deepseek-v3.1,abs_096,What impact did the Chernobyl nuclear disaster have on the region around Kiev in 1986?,,abstain,answer,"The Chernobyl nuclear disaster in 1986 had significant impacts on the region around Kiev, including radioactive contamination of the environment, health effects on the population, economic disruptions, and long-term social and psychological consequences. Kiev, located about 100 km south of Chernobyl, experienced elevated radiation levels, leading to concerns about food and water safety, and necessitating protective measures such as the distribution of iodine tablets and restrictions on agricultural products.",0.8,False,0.3
